From state 355:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 356:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 357:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 358:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 359:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 360:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 361:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 362:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 363:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 364:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 365:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 366:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 367:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 368:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 369:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 370:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 371:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 372:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 373:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 374:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 375:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 376:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 377:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 378:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 379:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 380:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 381:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 382:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 383:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 384:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 385:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 386:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 387:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 388:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 389:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 390:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 391:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 392:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 393:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 394:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 395:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 396:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 397:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 398:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 399:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 400:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 401:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 402:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 403:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 404:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 405:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 406:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 407:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 408:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 409:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 410:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 411:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 412:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 413:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 414:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 415:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 416:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 417:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 418:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 419:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 420:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 421:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 422:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 423:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 424:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 425:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 426:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 427:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 428:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 429:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 430:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 431:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 432:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 433:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 434:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 435:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 436:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 437:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 438:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 439:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 440:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 441:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 442:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 443:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 444:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 445:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 446:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 447:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 448:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 449:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 450:    0,00 -37,50   0,00 -43,75   0,00  -0,98   0,00  -0,97 
From state 451:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 452:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 453:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 454:    0,00 -46,88   0,00 -37,50   0,00  -0,75   0,00   0,00 
From state 455:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 456:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 457:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 458:    0,00 -25,00   0,00 -25,00   0,00   0,00   0,00   0,00 
From state 459:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 460:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 461:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 462:    0,00 -25,00   0,00 -25,00   0,00   0,00   0,00   0,00 
From state 463:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 464:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 465:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 466:    0,00 -25,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 467:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 468:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 469:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 470:    0,00 -25,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 471:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 472:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 473:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 474:    0,00 -25,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 475:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 476:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 477:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 478:    0,00 -25,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 479:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 480:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 481:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 482:    0,00   0,00   0,00   0,00   0,00  -0,50   0,00   0,00 
From state 483:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 484:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 485:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 486:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 487:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 488:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 489:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 490:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 491:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 492:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 493:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 494:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 495:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 496:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 497:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 498:    0,00   0,00   0,00   0,00   0,00   0,00   0,00  -0,50 
From state 499:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 500:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 501:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 502:    0,00   0,00   0,00   0,00   0,00  -0,50   0,00   0,00 
From state 503:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 504:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 505:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 506:    0,00   0,00   0,00   0,00   0,00   0,00   0,00  -0,50 
From state 507:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 508:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 509:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 510:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 511:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 512:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 513:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 514:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 515:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 516:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 517:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 518:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 519:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 520:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 521:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 522:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 523:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 524:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 525:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 526:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 527:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 528:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 529:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 530:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 531:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 532:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 533:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 534:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 535:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 536:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 537:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 538:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 539:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 540:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 541:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 542:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 543:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 544:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 545:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 546:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 547:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 548:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 549:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 550:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 551:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 552:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 553:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 554:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 555:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 556:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 557:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 558:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 559:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 560:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 561:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 562:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 563:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 564:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 565:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 566:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 567:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 568:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 569:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 570:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 571:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 572:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 573:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 574:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 575:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 576:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 577:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 578:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 579:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 580:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 581:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 582:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 583:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 584:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 585:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 586:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 587:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 588:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 589:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 590:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 591:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 592:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 593:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 594:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 595:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 596:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 597:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 598:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 599:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 600:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 601:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 602:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 603:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 604:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 605:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 606:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 607:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 608:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 609:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 610:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 611:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 612:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 613:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 614:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 615:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 616:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 617:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 618:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 619:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 620:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 621:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 622:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 623:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 624:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 625:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 626:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 627:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 628:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 629:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 630:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 631:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 632:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 633:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 634:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 635:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 636:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 637:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 638:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 639:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 640:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 641:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 642:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 643:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 644:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 645:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 646:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 647:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 648:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 649:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 650:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 651:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 652:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 653:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 654:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 655:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 656:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 657:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 658:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 659:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 660:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 661:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 662:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 663:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 664:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 665:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 666:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 667:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 668:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 669:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 670:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 671:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 672:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 673:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 674:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 675:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 676:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 677:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 678:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 679:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 680:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 681:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 682:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 683:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 684:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 685:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 686:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 687:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 688:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 689:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 690:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 691:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 692:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 693:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 694:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 695:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 696:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 697:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 698:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 699:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 700:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 701:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 702:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 703:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 704:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 705:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 706:    0,00 -43,75   0,00 -48,44   0,00  -1,00   0,00  -1,00 
From state 707:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 708:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 709:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 710:    0,00 -43,75   0,00 -43,75   0,00  -0,94   0,00   0,00 
From state 711:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
From state 712:    0,00   0,00   0,00   0,00   0,00   0,00   0,00   0,00 
